candidate_id,age_group,years_experience,education_level,current_location,willing_to_relocate,preferred_work_model
CAN07827,30-39,7,Master,Other Germany,False,Remote
CAN07828,30-39,2,Bachelor,Frankfurt,False,Hybrid
CAN07829,40-49,4,Bachelor,Outside Germany,False,Hybrid
CAN07830,30-39,17,Vocational training,Other Germany,False,Remote
CAN07831,20-29,1,Bachelor,Frankfurt,True,Remote
CAN07832,20-29,2,Vocational training,Other Germany,True,Hybrid
CAN07833,40-49,3,Master,Hamburg,False,Hybrid
CAN07834,20-29,4,Bachelor,Other Germany,False,Hybrid
CAN07835,40-49,10,Bachelor,Frankfurt,False,Hybrid
CAN07836,30-39,4,Master,Other Germany,False,Hybrid
CAN07837,30-39,15,Master,Frankfurt,False,Hybrid
CAN07838,30-39,14,Bachelor,Munich,True,Hybrid
CAN07839,40-49,10,Master,Other Germany,False,On-site
CAN07840,20-29,5,Vocational training,Other Germany,False,Hybrid
CAN07841,20-29,4,Master,Munich,True,Hybrid
CAN07842,50+,9,Bachelor,Munich,True,On-site
CAN07843,30-39,10,Bachelor,Berlin,False,Hybrid
CAN07844,40-49,7,Vocational training,Cologne,False,On-site
CAN07845,40-49,7,Vocational training,Frankfurt,True,Hybrid
CAN07846,20-29,5,Bachelor,Frankfurt,True,Remote
CAN07847,30-39,7,Vocational training,Hamburg,True,Remote
CAN07848,30-39,5,Master,Other Germany,True,Remote
CAN07849,30-39,4,Vocational training,Hamburg,True,No preference
CAN07850,20-29,3,Bachelor,Outside Germany,False,Hybrid
CAN07851,30-39,4,Vocational training,Berlin,False,Hybrid
CAN07852,30-39,5,Master,Munich,False,Remote
CAN07853,50+,18,Vocational training,Other Germany,True,Hybrid
CAN07854,30-39,3,Bachelor,Other Germany,False,Remote
CAN07855,40-49,7,Master,Hamburg,False,No preference
CAN07856,50+,11,Bachelor,Other Germany,True,Remote
CAN07857,50+,16,Vocational training,Other Germany,False,Hybrid
CAN07858,20-29,2,Vocational training,Hamburg,False,On-site
CAN07859,40-49,10,Master,Hamburg,False,Hybrid
CAN07860,50+,9,Bachelor,Frankfurt,False,No preference
CAN07861,30-39,9,Bachelor,Frankfurt,False,On-site
CAN07862,40-49,6,Vocational training,Other Germany,False,Hybrid
CAN07863,20-29,5,Vocational training,Berlin,False,Hybrid
CAN07864,40-49,2,Bachelor,Hamburg,False,Remote
CAN07865,30-39,9,Bachelor,Other Germany,False,No preference
CAN07866,40-49,5,Master,Cologne,False,Hybrid
CAN07867,30-39,6,Vocational training,Cologne,True,Hybrid
CAN07868,20-29,4,Bachelor,Frankfurt,False,Hybrid
CAN07869,30-39,3,Master,Munich,False,Hybrid
CAN07870,40-49,16,Vocational training,Hamburg,False,Hybrid
CAN07871,40-49,5,Master,Outside Germany,True,Hybrid
CAN07872,40-49,5,Bachelor,Other Germany,False,Hybrid
CAN07873,30-39,1,Other,Hamburg,False,Remote
CAN07874,30-39,5,Bachelor,Frankfurt,False,Hybrid
CAN07875,30-39,4,Vocational training,Outside Germany,False,Hybrid
CAN07876,40-49,8,Vocational training,Frankfurt,False,No preference
CAN07877,50+,11,Bachelor,Munich,False,No preference
CAN07878,20-29,1,Master,Other Germany,False,Hybrid
CAN07879,40-49,3,Bachelor,Berlin,True,Hybrid
CAN07880,30-39,6,Master,Hamburg,False,Remote
CAN07881,40-49,4,Master,Berlin,False,Remote
CAN07882,40-49,1,Bachelor,Frankfurt,False,Remote
CAN07883,40-49,21,Vocational training,Other Germany,False,Hybrid
CAN07884,40-49,5,Vocational training,Other Germany,False,Hybrid
CAN07885,40-49,1,Master,Frankfurt,False,Hybrid
CAN07886,30-39,9,Vocational training,Cologne,True,Hybrid
CAN07887,40-49,3,Master,Frankfurt,False,No preference
CAN07888,40-49,8,Vocational training,Frankfurt,False,Hybrid
CAN07889,40-49,16,Other,Frankfurt,False,Hybrid
CAN07890,30-39,16,Bachelor,Other Germany,True,Remote
CAN07891,30-39,14,Bachelor,Outside Germany,False,Remote
CAN07892,30-39,7,Bachelor,Other Germany,False,Remote
CAN07893,40-49,20,Bachelor,Other Germany,True,Remote
CAN07894,40-49,12,Master,Frankfurt,True,No preference
CAN07895,30-39,10,Bachelor,Hamburg,False,Remote
CAN07896,40-49,4,Master,Hamburg,False,Hybrid
CAN07897,40-49,10,Vocational training,Frankfurt,False,Remote
CAN07898,30-39,8,Vocational training,Munich,False,Remote
CAN07899,40-49,12,Bachelor,Cologne,False,Hybrid
CAN07900,40-49,13,Bachelor,Other Germany,True,Hybrid
CAN07901,30-39,6,Master,Frankfurt,False,Hybrid
CAN07902,30-39,9,Vocational training,Frankfurt,False,Remote
CAN07903,30-39,5,Bachelor,Hamburg,True,Remote
CAN07904,30-39,4,Master,Hamburg,False,No preference
CAN07905,40-49,7,Vocational training,Other Germany,False,On-site
CAN07906,30-39,6,Vocational training,Hamburg,False,Hybrid
CAN07907,30-39,4,Bachelor,Berlin,False,On-site
CAN07908,30-39,5,Master,Berlin,True,Hybrid
CAN07909,50+,19,Master,Hamburg,False,On-site
CAN07910,40-49,10,Master,Frankfurt,False,No preference
CAN07911,20-29,4,Master,Frankfurt,False,Hybrid
CAN07912,20-29,2,Other,Frankfurt,False,Remote
CAN07913,40-49,5,Vocational training,Munich,True,Hybrid
CAN07914,50+,16,Master,Munich,True,On-site
CAN07915,40-49,8,Bachelor,Frankfurt,False,On-site
CAN07916,30-39,3,Vocational training,Munich,False,No preference
CAN07917,40-49,4,Bachelor,Other Germany,False,No preference
CAN07918,20-29,4,Vocational training,Cologne,False,Hybrid
CAN07919,40-49,8,Bachelor,Hamburg,False,Hybrid
CAN07920,20-29,3,Master,Munich,True,On-site
CAN07921,40-49,3,Bachelor,Berlin,False,Hybrid
CAN07922,40-49,9,Bachelor,Munich,False,Remote
CAN07923,30-39,5,Doctorate,Other Germany,True,On-site
CAN07924,40-49,4,Master,Hamburg,True,Remote
CAN07925,20-29,9,Master,Berlin,True,Hybrid
CAN07926,30-39,2,Vocational training,Other Germany,False,Hybrid
CAN07927,20-29,6,Bachelor,Other Germany,False,Remote
CAN07928,20-29,1,Master,Hamburg,True,Hybrid
CAN07929,30-39,0,Vocational training,Cologne,False,Remote
CAN07930,40-49,5,Vocational training,Other Germany,True,Remote
CAN07931,30-39,3,Master,Cologne,False,Remote
CAN07932,40-49,10,Other,Cologne,False,Hybrid
CAN07933,20-29,3,Bachelor,Cologne,False,No preference
CAN07934,40-49,3,Vocational training,Frankfurt,False,Hybrid
CAN07935,30-39,2,Master,Hamburg,True,Hybrid
CAN07936,40-49,13,Master,Other Germany,False,Hybrid
CAN07937,40-49,2,Master,Other Germany,False,On-site
CAN07938,30-39,2,Bachelor,Other Germany,False,On-site
CAN07939,40-49,1,Master,Munich,True,Hybrid
CAN07940,20-29,2,Vocational training,Cologne,True,Remote
CAN07941,50+,9,Bachelor,Other Germany,True,Hybrid
CAN07942,40-49,6,Other,Frankfurt,False,Remote
CAN07943,20-29,1,Vocational training,Hamburg,False,Hybrid
CAN07944,30-39,5,Vocational training,Munich,False,Remote
CAN07945,30-39,3,Vocational training,Frankfurt,False,Hybrid
CAN07946,40-49,4,Bachelor,Munich,False,Hybrid
CAN07947,30-39,10,Master,Berlin,False,No preference
CAN07948,20-29,5,Vocational training,Frankfurt,False,Remote
CAN07949,40-49,2,Vocational training,Other Germany,True,Remote
CAN07950,30-39,2,Vocational training,Munich,False,Hybrid
CAN07951,50+,15,Master,Hamburg,True,Hybrid
CAN07952,20-29,5,Bachelor,Outside Germany,False,Remote
CAN07953,30-39,11,Vocational training,Frankfurt,False,Remote
CAN07954,50+,10,Bachelor,Cologne,False,Hybrid
CAN07955,40-49,15,Vocational training,Frankfurt,False,No preference
CAN07956,30-39,6,Vocational training,Outside Germany,False,On-site
CAN07957,20-29,6,Doctorate,Other Germany,True,On-site
CAN07958,50+,12,Bachelor,Berlin,True,Hybrid
CAN07959,30-39,0,Other,Frankfurt,True,On-site
CAN07960,30-39,4,Other,Berlin,False,Hybrid
CAN07961,40-49,6,Other,Other Germany,False,No preference
CAN07962,30-39,5,Master,Other Germany,True,Hybrid
CAN07963,40-49,9,Master,Munich,False,Remote
CAN07964,30-39,12,Vocational training,Berlin,False,No preference
CAN07965,30-39,5,Master,Berlin,False,On-site
CAN07966,40-49,4,Vocational training,Outside Germany,True,Hybrid
CAN07967,40-49,9,Vocational training,Hamburg,False,Hybrid
CAN07968,40-49,4,Bachelor,Cologne,False,Remote
CAN07969,30-39,5,Vocational training,Other Germany,False,Hybrid
CAN07970,30-39,8,Other,Other Germany,True,No preference
CAN07971,50+,14,Bachelor,Cologne,False,Hybrid
CAN07972,30-39,4,Vocational training,Frankfurt,True,No preference
CAN07973,20-29,1,Master,Other Germany,False,Remote
CAN07974,40-49,6,Bachelor,Other Germany,True,Hybrid
CAN07975,20-29,4,Vocational training,Cologne,False,Hybrid
CAN07976,40-49,3,Bachelor,Berlin,False,Hybrid
CAN07977,20-29,3,Vocational training,Hamburg,True,Hybrid
CAN07978,30-39,10,Vocational training,Munich,False,Hybrid
CAN07979,40-49,19,Master,Hamburg,False,Remote
CAN07980,30-39,6,Bachelor,Munich,False,Hybrid
CAN07981,30-39,3,Other,Other Germany,True,Hybrid
CAN07982,40-49,19,Master,Other Germany,False,Hybrid
CAN07983,50+,11,Master,Berlin,False,Hybrid
CAN07984,30-39,2,Vocational training,Frankfurt,False,Remote
CAN07985,40-49,8,Master,Berlin,False,Hybrid
CAN07986,20-29,7,Other,Hamburg,False,No preference
CAN07987,40-49,7,Vocational training,Other Germany,False,Remote
CAN07988,30-39,5,Master,Munich,False,Remote
CAN07989,50+,9,Vocational training,Frankfurt,False,Hybrid
CAN07990,40-49,9,Bachelor,Other Germany,False,On-site
CAN07991,40-49,7,Bachelor,Hamburg,False,Hybrid
CAN07992,30-39,7,Master,Hamburg,False,No preference
CAN07993,40-49,5,Vocational training,Frankfurt,False,Remote
CAN07994,40-49,2,Other,Berlin,True,Remote
CAN07995,30-39,6,Master,Outside Germany,False,Hybrid
CAN07996,40-49,3,Bachelor,Frankfurt,False,Hybrid
CAN07997,30-39,3,Vocational training,Other Germany,True,No preference
CAN07998,40-49,13,Bachelor,Frankfurt,False,Hybrid
CAN07999,40-49,2,Vocational training,Frankfurt,False,No preference
CAN08000,40-49,11,Bachelor,Cologne,False,On-site
CAN08001,40-49,6,Vocational training,Berlin,False,Hybrid
CAN08002,40-49,7,Other,Other Germany,False,Hybrid
CAN08003,50+,25,Bachelor,Frankfurt,True,Hybrid
CAN08004,40-49,6,Vocational training,Frankfurt,False,No preference
CAN08005,20-29,4,Bachelor,Other Germany,True,No preference
CAN08006,40-49,14,Vocational training,Munich,False,Remote
CAN08007,20-29,2,Doctorate,Other Germany,False,On-site
CAN08008,20-29,0,Master,Munich,True,No preference
CAN08009,40-49,6,Bachelor,Outside Germany,False,Remote
CAN08010,30-39,4,Vocational training,Other Germany,False,Remote
CAN08011,50+,20,Bachelor,Other Germany,False,No preference
CAN08012,20-29,4,Vocational training,Berlin,False,Remote
CAN08013,30-39,5,Bachelor,Berlin,False,Hybrid
CAN08014,30-39,5,Master,Other Germany,False,Hybrid
CAN08015,20-29,5,Bachelor,Other Germany,False,Hybrid
CAN08016,40-49,3,Bachelor,Other Germany,False,No preference
CAN08017,30-39,8,Master,Other Germany,True,Hybrid
CAN08018,30-39,2,Vocational training,Other Germany,False,Hybrid
CAN08019,30-39,7,Bachelor,Frankfurt,True,On-site
CAN08020,30-39,5,Bachelor,Berlin,True,Remote
CAN08021,30-39,2,Master,Outside Germany,False,Hybrid
CAN08022,40-49,2,Vocational training,Berlin,False,Hybrid
CAN08023,30-39,13,Bachelor,Cologne,False,No preference
CAN08024,50+,10,Vocational training,Berlin,True,On-site
CAN08025,20-29,4,Vocational training,Other Germany,True,Hybrid
CAN08026,40-49,6,Vocational training,Other Germany,False,Remote
CAN08027,30-39,5,Master,Frankfurt,False,Hybrid
CAN08028,40-49,4,Bachelor,Munich,False,Hybrid
CAN08029,30-39,19,Master,Cologne,True,Remote
CAN08030,30-39,1,Master,Frankfurt,False,Hybrid
CAN08031,50+,11,Vocational training,Munich,True,No preference
CAN08032,40-49,4,Bachelor,Other Germany,False,Hybrid
CAN08033,40-49,4,Vocational training,Outside Germany,False,Hybrid
CAN08034,20-29,1,Bachelor,Munich,False,On-site
CAN08035,40-49,5,Master,Munich,True,Hybrid
CAN08036,20-29,5,Bachelor,Frankfurt,True,Hybrid
CAN08037,40-49,1,Vocational training,Other Germany,False,Hybrid
CAN08038,40-49,3,Vocational training,Hamburg,False,Hybrid
CAN08039,30-39,3,Master,Other Germany,False,Hybrid
CAN08040,20-29,1,Vocational training,Other Germany,True,Remote
CAN08041,20-29,2,Bachelor,Other Germany,False,On-site
CAN08042,40-49,1,Master,Frankfurt,False,Hybrid
CAN08043,30-39,2,Master,Frankfurt,True,Hybrid
CAN08044,40-49,4,Vocational training,Frankfurt,True,Remote
CAN08045,30-39,4,Doctorate,Berlin,True,Hybrid
CAN08046,50+,17,Vocational training,Other Germany,False,No preference
CAN08047,20-29,1,Master,Munich,False,On-site
CAN08048,50+,20,Vocational training,Hamburg,False,Hybrid
CAN08049,20-29,2,Bachelor,Munich,False,Remote
CAN08050,20-29,0,Master,Frankfurt,False,Remote
CAN08051,30-39,5,Master,Berlin,False,Remote
CAN08052,30-39,11,Master,Berlin,False,Remote
CAN08053,40-49,8,Bachelor,Outside Germany,False,No preference
CAN08054,40-49,23,Vocational training,Hamburg,False,No preference
CAN08055,30-39,3,Bachelor,Other Germany,True,Hybrid
CAN08056,50+,18,Vocational training,Frankfurt,True,On-site
CAN08057,30-39,5,Vocational training,Frankfurt,True,No preference
CAN08058,30-39,7,Vocational training,Berlin,False,Remote
CAN08059,30-39,18,Bachelor,Frankfurt,True,No preference
CAN08060,40-49,4,Vocational training,Frankfurt,False,Hybrid
CAN08061,40-49,1,Vocational training,Cologne,False,Remote
CAN08062,40-49,3,Vocational training,Cologne,False,Hybrid
CAN08063,40-49,6,Master,Berlin,False,Remote
CAN08064,30-39,5,Vocational training,Berlin,True,Hybrid
CAN08065,30-39,3,Vocational training,Berlin,False,Remote
CAN08066,20-29,8,Vocational training,Frankfurt,False,Hybrid
CAN08067,20-29,2,Vocational training,Munich,False,Remote
CAN08068,50+,20,Bachelor,Hamburg,True,Hybrid
CAN08069,20-29,4,Bachelor,Berlin,False,Remote
CAN08070,50+,13,Master,Outside Germany,False,Hybrid
CAN08071,30-39,3,Master,Other Germany,False,Hybrid
CAN08072,40-49,20,Vocational training,Berlin,False,Hybrid
CAN08073,20-29,3,Bachelor,Frankfurt,False,Hybrid
CAN08074,30-39,11,Bachelor,Other Germany,False,Hybrid
CAN08075,50+,10,Doctorate,Frankfurt,True,Hybrid
CAN08076,40-49,3,Bachelor,Berlin,False,No preference
CAN08077,40-49,4,Bachelor,Cologne,False,Remote
CAN08078,30-39,3,Vocational training,Munich,False,No preference
CAN08079,30-39,14,Vocational training,Hamburg,False,Hybrid
CAN08080,20-29,3,Vocational training,Munich,False,Hybrid
CAN08081,20-29,0,Master,Outside Germany,False,On-site
CAN08082,40-49,2,Master,Berlin,True,Hybrid
CAN08083,40-49,10,Master,Frankfurt,False,Hybrid
CAN08084,20-29,3,Master,Munich,False,Remote
CAN08085,30-39,3,Vocational training,Other Germany,False,Remote
CAN08086,30-39,10,Vocational training,Hamburg,True,Hybrid
CAN08087,40-49,9,Vocational training,Hamburg,True,Hybrid
CAN08088,30-39,8,Other,Hamburg,False,Hybrid
CAN08089,30-39,6,Vocational training,Munich,False,On-site
CAN08090,30-39,5,Bachelor,Cologne,True,Hybrid
CAN08091,30-39,4,Master,Other Germany,False,Hybrid
CAN08092,30-39,5,Vocational training,Other Germany,False,Hybrid
CAN08093,30-39,1,Master,Frankfurt,True,Hybrid
CAN08094,30-39,5,Vocational training,Berlin,True,Hybrid
CAN08095,30-39,9,Doctorate,Frankfurt,False,On-site
CAN08096,20-29,2,Bachelor,Munich,False,No preference
CAN08097,40-49,4,Master,Munich,False,On-site
CAN08098,30-39,3,Master,Hamburg,False,No preference
CAN08099,30-39,3,Master,Frankfurt,False,On-site
CAN08100,40-49,10,Bachelor,Other Germany,False,Hybrid
CAN08101,30-39,3,Master,Munich,False,Remote
CAN08102,40-49,4,Master,Other Germany,True,No preference
CAN08103,50+,24,Vocational training,Frankfurt,False,Remote
CAN08104,40-49,11,Master,Hamburg,True,On-site
CAN08105,20-29,1,Master,Cologne,False,Hybrid
CAN08106,40-49,4,Vocational training,Frankfurt,False,Hybrid
CAN08107,20-29,7,Bachelor,Other Germany,False,Hybrid
CAN08108,40-49,14,Bachelor,Frankfurt,False,Hybrid
CAN08109,30-39,1,Vocational training,Hamburg,False,No preference
CAN08110,50+,14,Vocational training,Outside Germany,True,Remote
CAN08111,20-29,7,Bachelor,Other Germany,False,Remote
CAN08112,50+,13,Master,Cologne,False,Remote
CAN08113,40-49,1,Vocational training,Other Germany,False,Hybrid
CAN08114,40-49,16,Master,Frankfurt,True,Hybrid
CAN08115,40-49,1,Master,Frankfurt,True,Hybrid
CAN08116,20-29,6,Master,Frankfurt,False,Hybrid
CAN08117,40-49,5,Other,Berlin,True,Remote
CAN08118,40-49,6,Master,Outside Germany,False,Hybrid
CAN08119,30-39,7,Bachelor,Hamburg,True,On-site
CAN08120,30-39,8,Bachelor,Frankfurt,True,No preference
CAN08121,20-29,4,Vocational training,Frankfurt,False,Hybrid
CAN08122,20-29,1,Vocational training,Frankfurt,False,Hybrid
CAN08123,20-29,5,Vocational training,Frankfurt,True,Hybrid
CAN08124,30-39,11,Vocational training,Frankfurt,False,On-site
CAN08125,40-49,3,Bachelor,Hamburg,False,Remote
CAN08126,30-39,14,Bachelor,Berlin,False,On-site
CAN08127,30-39,2,Master,Munich,False,Hybrid
CAN08128,40-49,3,Vocational training,Hamburg,True,No preference
CAN08129,40-49,7,Bachelor,Frankfurt,False,Remote
CAN08130,20-29,0,Vocational training,Cologne,False,Hybrid
CAN08131,40-49,6,Vocational training,Frankfurt,False,On-site
CAN08132,30-39,11,Master,Frankfurt,False,No preference
CAN08133,30-39,4,Vocational training,Cologne,False,Hybrid
CAN08134,30-39,4,Bachelor,Other Germany,True,Remote
CAN08135,20-29,2,Bachelor,Hamburg,True,Hybrid
CAN08136,30-39,2,Vocational training,Other Germany,False,Hybrid
CAN08137,30-39,5,Doctorate,Frankfurt,True,No preference
CAN08138,40-49,7,Bachelor,Hamburg,False,Remote
CAN08139,20-29,4,Master,Frankfurt,False,Remote
CAN08140,30-39,2,Bachelor,Cologne,True,Hybrid
CAN08141,20-29,1,Vocational training,Frankfurt,False,Hybrid
CAN08142,40-49,13,Master,Other Germany,True,Hybrid
CAN08143,30-39,5,Bachelor,Other Germany,True,Remote
CAN08144,20-29,3,Vocational training,Other Germany,True,No preference
CAN08145,40-49,7,Master,Other Germany,False,Hybrid
CAN08146,30-39,0,Vocational training,Munich,False,Remote
CAN08147,20-29,1,Master,Frankfurt,False,Hybrid
CAN08148,40-49,21,Master,Frankfurt,False,Remote
CAN08149,40-49,6,Vocational training,Frankfurt,True,Remote
CAN08150,30-39,10,Bachelor,Munich,False,Hybrid
CAN08151,40-49,8,Other,Other Germany,True,No preference
CAN08152,30-39,8,Vocational training,Munich,True,Hybrid
CAN08153,30-39,17,Vocational training,Frankfurt,True,Hybrid
CAN08154,40-49,11,Bachelor,Frankfurt,False,No preference
CAN08155,40-49,11,Vocational training,Munich,True,Hybrid
CAN08156,20-29,2,Vocational training,Frankfurt,False,On-site
CAN08157,20-29,1,Master,Other Germany,False,Hybrid
CAN08158,30-39,11,Bachelor,Munich,False,Remote
CAN08159,30-39,4,Vocational training,Other Germany,False,On-site
CAN08160,50+,25,Vocational training,Cologne,True,No preference
CAN08161,20-29,8,Bachelor,Other Germany,True,Hybrid
CAN08162,50+,21,Master,Other Germany,False,Hybrid
CAN08163,20-29,3,Master,Outside Germany,False,Remote
CAN08164,50+,15,Bachelor,Munich,False,Remote
CAN08165,40-49,6,Bachelor,Frankfurt,False,Hybrid
CAN08166,30-39,2,Bachelor,Munich,True,Hybrid
CAN08167,50+,9,Doctorate,Frankfurt,False,No preference
CAN08168,40-49,15,Vocational training,Cologne,False,On-site
CAN08169,40-49,5,Master,Other Germany,True,No preference
CAN08170,20-29,3,Bachelor,Frankfurt,False,No preference
CAN08171,20-29,5,Vocational training,Berlin,True,Remote
CAN08172,40-49,10,Vocational training,Other Germany,False,Hybrid
CAN08173,40-49,6,Master,Other Germany,True,Hybrid
CAN08174,30-39,7,Bachelor,Cologne,True,Hybrid
CAN08175,20-29,6,Bachelor,Other Germany,False,Remote
CAN08176,40-49,6,Vocational training,Hamburg,False,Hybrid
CAN08177,20-29,9,Master,Munich,False,Hybrid
CAN08178,20-29,5,Other,Cologne,False,Hybrid
CAN08179,20-29,1,Vocational training,Frankfurt,False,Remote
CAN08180,30-39,9,Other,Frankfurt,True,Hybrid
CAN08181,40-49,4,Doctorate,Berlin,False,Hybrid
CAN08182,40-49,0,Vocational training,Other Germany,True,Remote
CAN08183,20-29,2,Bachelor,Other Germany,True,Hybrid
CAN08184,20-29,2,Master,Munich,False,Hybrid
CAN08185,40-49,7,Vocational training,Other Germany,False,Hybrid
CAN08186,20-29,8,Other,Munich,True,Hybrid
CAN08187,30-39,9,Vocational training,Other Germany,False,No preference
CAN08188,30-39,13,Vocational training,Berlin,False,Hybrid
CAN08189,40-49,6,Bachelor,Other Germany,False,Hybrid
CAN08190,20-29,5,Master,Other Germany,False,Hybrid
CAN08191,30-39,13,Vocational training,Hamburg,False,Hybrid
CAN08192,30-39,5,Bachelor,Frankfurt,True,Hybrid
CAN08193,40-49,7,Bachelor,Hamburg,True,Hybrid
CAN08194,30-39,9,Other,Frankfurt,False,Hybrid
CAN08195,50+,14,Bachelor,Outside Germany,False,Hybrid
CAN08196,30-39,2,Master,Other Germany,False,Hybrid
CAN08197,20-29,5,Master,Cologne,False,Remote
CAN08198,30-39,5,Master,Other Germany,False,Hybrid
CAN08199,40-49,10,Bachelor,Cologne,False,Hybrid
