interview_id,application_id,interview_round,scheduled_date,completed_date,interview_format,interviewer_role,score,recommendation,no_show
INT002704,APP010582,1,2024-05-01,2024-05-01,Video,Hiring Manager,3.0,Hold,False
INT002705,APP010601,1,2024-04-22,2024-04-22,Video,Hiring Manager,2.9,Hold,False
INT002706,APP010602,1,2025-05-24,2025-05-24,Video,Hiring Manager,2.7,Reject,False
INT002707,APP010609,1,2024-11-13,2024-11-13,On-site,Hiring Manager,2.6,Reject,False
INT002708,APP010611,1,2025-01-18,2025-01-18,Phone,Hiring Manager,2.5,Reject,False
INT002709,APP010612,1,2025-02-25,2025-02-25,Video,Hiring Manager,2.8,Hold,False
INT002710,APP010614,1,2025-02-21,2025-02-21,Video,Hiring Manager,5.0,Proceed,False
INT002711,APP010618,1,2025-03-29,2025-03-29,On-site,Hiring Manager,5.0,Proceed,False
INT002712,APP010621,1,2025-04-15,2025-04-15,On-site,Hiring Manager,3.2,Hold,False
INT002713,APP010624,1,2024-04-07,2024-04-07,On-site,Hiring Manager,2.8,Hold,False
INT002714,APP010636,1,2025-05-21,2025-05-21,On-site,Hiring Manager,2.5,Reject,False
INT002715,APP010638,1,2025-05-20,2025-05-20,Video,Hiring Manager,2.4,Reject,False
INT002716,APP010638,2,2025-05-27,2025-05-27,On-site,Panel,2.5,Hold,False
INT002717,APP010642,1,2025-05-03,2025-05-03,On-site,Hiring Manager,2.2,Reject,False
INT002718,APP010642,2,2025-05-13,2025-05-13,On-site,Panel,3.0,Hold,False
INT002719,APP010645,1,2024-03-29,2024-03-29,Phone,Hiring Manager,3.5,Proceed,False
INT002720,APP010654,1,2025-05-16,2025-05-16,Video,Hiring Manager,2.0,Reject,False
INT002721,APP010655,1,2024-12-05,2024-12-05,On-site,Hiring Manager,1.9,Reject,False
INT002722,APP010660,1,2024-09-27,2024-09-27,On-site,Hiring Manager,4.1,Proceed,False
INT002723,APP010661,1,2025-01-13,2025-01-13,Video,Hiring Manager,2.8,Hold,False
INT002724,APP010661,2,2025-01-19,2025-01-19,On-site,Panel,3.0,Hold,False
INT002725,APP010668,1,2025-12-16,2025-12-16,On-site,Hiring Manager,3.1,Hold,False
INT002726,APP010669,1,2025-10-14,2025-10-14,Video,Hiring Manager,5.0,Proceed,False
INT002727,APP010671,1,2025-11-24,2025-11-24,Phone,Hiring Manager,3.8,Proceed,False
INT002728,APP010674,1,2024-08-29,2024-08-29,Video,Hiring Manager,5.0,Proceed,False
INT002729,APP010677,1,2025-03-09,2025-03-09,Video,Hiring Manager,3.5,Proceed,False
INT002730,APP010680,1,2025-03-19,2025-03-19,On-site,Hiring Manager,4.8,Proceed,False
INT002731,APP010681,1,2025-06-25,2025-06-25,On-site,Hiring Manager,4.4,Proceed,False
INT002732,APP010682,1,2025-02-12,2025-02-12,Video,Hiring Manager,3.1,Hold,False
INT002733,APP010686,1,2025-04-09,2025-04-09,Video,Hiring Manager,3.1,Hold,False
INT002734,APP010687,1,2025-02-10,2025-02-10,Video,Hiring Manager,4.5,Proceed,False
INT002735,APP010696,1,2024-10-31,2024-10-31,Video,Hiring Manager,4.6,Proceed,False
INT002736,APP010698,1,2024-12-08,2024-12-08,Video,Hiring Manager,1.1,Reject,False
INT002737,APP010700,1,2025-08-28,2025-08-28,Video,Hiring Manager,3.9,Proceed,False
INT002738,APP010701,1,2025-03-11,2025-03-11,Video,Hiring Manager,3.2,Hold,False
INT002739,APP010702,1,2024-02-28,2024-02-28,Video,Hiring Manager,3.8,Proceed,False
INT002740,APP010704,1,2025-02-17,2025-02-17,On-site,Hiring Manager,4.3,Proceed,False
INT002741,APP010718,1,2024-07-30,2024-07-30,Phone,Hiring Manager,4.1,Proceed,False
INT002742,APP010721,1,2025-10-14,2025-10-14,On-site,Hiring Manager,4.0,Proceed,False
INT002743,APP010721,2,2025-10-24,2025-10-24,Video,Panel,5.0,Proceed,False
INT002744,APP010726,1,2024-04-17,2024-04-17,On-site,Hiring Manager,5.0,Proceed,False
INT002745,APP010731,1,2025-07-15,2025-07-15,Video,Hiring Manager,3.3,Hold,False
INT002746,APP010731,2,2025-07-19,2025-07-19,On-site,Panel,4.2,Proceed,False
INT002747,APP010735,1,2024-09-23,2024-09-23,On-site,Hiring Manager,3.6,Proceed,False
INT002748,APP010737,1,2025-01-12,2025-01-12,Video,Hiring Manager,3.5,Proceed,False
INT002749,APP010752,1,2025-04-19,2025-04-19,Video,Hiring Manager,3.3,Hold,False
INT002750,APP010753,1,2024-04-11,2024-04-11,Video,Hiring Manager,5.0,Proceed,False
INT002751,APP010754,1,2025-09-10,2025-09-10,Video,Hiring Manager,2.8,Hold,False
INT002752,APP010757,1,2024-12-12,2024-12-12,On-site,Hiring Manager,4.7,Proceed,False
INT002753,APP010758,1,2024-09-20,2024-09-20,On-site,Hiring Manager,3.6,Proceed,False
INT002754,APP010759,1,2024-06-05,2024-06-05,Video,Hiring Manager,4.4,Proceed,False
INT002755,APP010762,1,2024-10-23,2024-10-23,On-site,Hiring Manager,4.1,Proceed,False
INT002756,APP010762,2,2024-10-30,2024-10-30,Video,Panel,,Proceed,False
INT002757,APP010764,1,2025-03-18,2025-03-18,On-site,Hiring Manager,3.1,Hold,False
INT002758,APP010766,1,2026-01-01,2026-01-01,Video,Hiring Manager,4.4,Proceed,False
INT002759,APP010767,1,2025-09-06,2025-09-06,On-site,Hiring Manager,4.5,Proceed,False
INT002760,APP010768,1,2024-03-12,2024-03-12,Video,Hiring Manager,2.4,Reject,False
INT002761,APP010768,2,2024-03-18,2024-03-18,On-site,Panel,2.3,Hold,False
INT002762,APP010770,1,2025-03-14,2025-03-14,Video,Hiring Manager,3.4,Proceed,False
INT002763,APP010774,1,2025-03-24,2025-03-24,Phone,Hiring Manager,3.1,Hold,False
INT002764,APP010775,1,2025-03-13,2025-03-13,Video,Hiring Manager,4.1,Proceed,False
INT002765,APP010776,1,2024-03-22,2024-03-22,Video,Hiring Manager,3.5,Proceed,False
INT002766,APP010782,1,2024-05-15,2024-05-15,Video,Hiring Manager,,Hold,False
INT002767,APP010786,1,2025-04-26,2025-04-26,On-site,Hiring Manager,2.6,Reject,False
INT002768,APP010787,1,2025-11-29,2025-11-29,Phone,Hiring Manager,4.4,Proceed,False
INT002769,APP010788,1,2025-04-22,2025-04-22,On-site,Hiring Manager,2.7,Reject,False
INT002770,APP010791,1,2025-07-28,2025-07-28,Video,Hiring Manager,3.1,Hold,False
INT002771,APP010793,1,2024-11-23,2024-11-23,On-site,Hiring Manager,5.0,Proceed,False
INT002772,APP010795,1,2025-09-30,2025-09-30,Video,Hiring Manager,4.7,Proceed,False
INT002773,APP010797,1,2024-07-30,2024-07-30,Phone,Hiring Manager,3.5,Proceed,False
INT002774,APP010811,1,2024-07-18,2024-07-18,Phone,Hiring Manager,3.6,Proceed,False
INT002775,APP010820,1,2025-08-06,2025-08-06,Video,Hiring Manager,3.8,Proceed,False
INT002776,APP010821,1,2024-09-24,2024-09-24,Video,Hiring Manager,4.2,Proceed,False
INT002777,APP010826,1,2025-09-13,2025-09-13,Video,Hiring Manager,4.4,Proceed,False
INT002778,APP010838,1,2025-06-10,2025-06-10,Video,Hiring Manager,3.5,Proceed,False
INT002779,APP010841,1,2025-12-13,2025-12-13,Video,Hiring Manager,2.7,Reject,False
INT002780,APP010850,1,2025-03-14,2025-03-14,Video,Hiring Manager,2.7,Reject,False
INT002781,APP010851,1,2025-03-05,2025-03-05,Video,Hiring Manager,2.0,Reject,False
INT002782,APP010866,1,2024-05-26,2024-05-26,Video,Hiring Manager,3.2,Hold,False
INT002783,APP010869,1,2024-11-14,2024-11-14,On-site,Hiring Manager,2.7,Reject,False
INT002784,APP010870,1,2024-05-21,2024-05-21,Video,Hiring Manager,3.9,Proceed,False
INT002785,APP010872,1,2025-02-08,2025-02-08,Video,Hiring Manager,4.8,Proceed,False
INT002786,APP010879,1,2025-01-05,2025-01-05,On-site,Hiring Manager,2.9,Hold,False
INT002787,APP010887,1,2024-05-27,2024-05-27,Video,Hiring Manager,3.9,Proceed,False
INT002788,APP010889,1,2025-07-08,2025-07-08,Video,Hiring Manager,4.1,Proceed,False
INT002789,APP010897,1,2024-11-28,2024-11-28,Video,Hiring Manager,1.6,Reject,False
INT002790,APP010904,1,2024-08-12,2024-08-12,Video,Hiring Manager,3.8,Proceed,False
INT002791,APP010906,1,2025-05-18,2025-05-18,Phone,Hiring Manager,4.3,Proceed,False
INT002792,APP010909,1,2024-10-16,2024-10-16,On-site,Hiring Manager,2.3,Reject,False
INT002793,APP010919,1,2024-11-22,2024-11-22,Phone,Hiring Manager,3.3,Hold,False
INT002794,APP010922,1,2024-02-29,2024-02-29,On-site,Hiring Manager,2.0,Reject,False
INT002795,APP010933,1,2025-06-02,2025-06-02,Video,Hiring Manager,2.1,Reject,False
INT002796,APP010936,1,2024-12-30,2024-12-30,Video,Hiring Manager,2.7,Reject,False
INT002797,APP010938,1,2025-03-02,2025-03-02,Video,Hiring Manager,3.3,Hold,False
INT002798,APP010939,1,2024-11-30,2024-11-30,On-site,Hiring Manager,4.1,Proceed,False
INT002799,APP010939,2,2024-12-09,2024-12-09,On-site,Panel,5.0,Proceed,False
INT002800,APP010941,1,2025-04-29,2025-04-29,On-site,Hiring Manager,3.6,Proceed,False
INT002801,APP010947,1,2025-08-14,2025-08-14,On-site,Hiring Manager,4.1,Proceed,False
INT002802,APP010955,1,2024-09-01,2024-09-01,Phone,Hiring Manager,3.9,Proceed,False
INT002803,APP010967,1,2024-12-03,2024-12-03,Video,Hiring Manager,4.3,Proceed,False
INT002804,APP010967,2,2024-12-14,2024-12-14,On-site,Panel,4.9,Proceed,False
INT002805,APP010969,1,2025-06-10,2025-06-10,Video,Hiring Manager,3.5,Proceed,False
INT002806,APP010970,1,2024-04-06,2024-04-06,Video,Hiring Manager,3.3,Hold,False
INT002807,APP010973,1,2024-05-03,2024-05-03,Video,Hiring Manager,4.4,Proceed,False
INT002808,APP010976,1,2025-09-29,2025-09-29,Video,Hiring Manager,4.4,Proceed,False
INT002809,APP010980,1,2025-08-16,2025-08-16,On-site,Hiring Manager,3.0,Hold,False
INT002810,APP010982,1,2025-09-03,2025-09-03,Phone,Hiring Manager,4.2,Proceed,False
INT002811,APP010986,1,2025-04-16,2025-04-16,Video,Hiring Manager,2.4,Reject,False
INT002812,APP010987,1,2025-07-22,2025-07-22,Video,Hiring Manager,5.0,Proceed,False
INT002813,APP010988,1,2025-03-25,2025-03-25,Video,Hiring Manager,3.7,Proceed,False
INT002814,APP010990,1,2024-09-13,2024-09-13,Video,Hiring Manager,1.7,Reject,False
INT002815,APP011001,1,2025-11-20,2025-11-20,Video,Hiring Manager,4.7,Proceed,False
INT002816,APP011002,1,2025-01-12,2025-01-12,Video,Hiring Manager,3.5,Proceed,False
INT002817,APP011003,1,2024-12-19,2024-12-19,Phone,Hiring Manager,2.3,Reject,False
INT002818,APP011006,1,2024-04-28,2024-04-28,Video,Hiring Manager,4.4,Proceed,False
INT002819,APP011010,1,2024-07-11,2024-07-11,On-site,Hiring Manager,1.8,Reject,False
INT002820,APP011013,1,2025-11-11,2025-11-11,Video,Hiring Manager,3.1,Hold,False
INT002821,APP011014,1,2024-10-13,2024-10-13,Video,Hiring Manager,4.5,Proceed,False
INT002822,APP011015,1,2025-04-17,2025-04-17,On-site,Hiring Manager,1.6,Reject,False
INT002823,APP011022,1,2024-07-29,2024-07-29,On-site,Hiring Manager,3.3,Hold,False
INT002824,APP011023,1,2025-09-11,2025-09-11,Video,Hiring Manager,4.5,Proceed,False
INT002825,APP011024,1,2024-03-18,2024-03-18,On-site,Hiring Manager,3.6,Proceed,False
INT002826,APP011024,2,2024-03-25,2024-03-25,Video,Panel,3.8,Proceed,False
INT002827,APP011028,1,2025-04-08,2025-04-08,Phone,Hiring Manager,2.2,Reject,False
INT002828,APP011029,1,2025-08-08,2025-08-08,Video,Hiring Manager,4.1,Proceed,False
INT002829,APP011030,1,2025-01-10,2025-01-10,Video,Hiring Manager,3.0,Hold,False
INT002830,APP011032,1,2024-03-17,2024-03-17,Phone,Hiring Manager,3.9,Proceed,False
INT002831,APP011036,1,2025-05-27,2025-05-27,On-site,Hiring Manager,3.0,Hold,False
INT002832,APP011036,2,2025-06-01,2025-06-01,On-site,Panel,3.7,Proceed,False
INT002833,APP011037,1,2024-08-05,2024-08-05,Video,Hiring Manager,2.4,Reject,False
INT002834,APP011045,1,2025-09-14,2025-09-14,Phone,Hiring Manager,2.6,Reject,False
INT002835,APP011048,1,2025-07-01,2025-07-01,Video,Hiring Manager,3.2,Hold,False
INT002836,APP011048,2,2025-07-06,2025-07-06,On-site,Panel,3.5,Proceed,False
INT002837,APP011055,1,2025-08-22,2025-08-22,On-site,Hiring Manager,2.9,Hold,False
INT002838,APP011056,1,2025-07-20,2025-07-20,On-site,Hiring Manager,3.6,Proceed,False
INT002839,APP011069,1,2025-10-31,2025-10-31,Video,Hiring Manager,3.4,Proceed,False
INT002840,APP011072,1,2025-02-23,2025-02-23,Video,Hiring Manager,3.8,Proceed,False
INT002841,APP011076,1,2024-04-23,2024-04-23,Phone,Hiring Manager,2.2,Reject,False
INT002842,APP011079,1,2025-02-16,2025-02-16,On-site,Hiring Manager,2.5,Reject,False
INT002843,APP011082,1,2024-10-22,2024-10-22,Video,Hiring Manager,2.7,Reject,False
INT002844,APP011084,1,2024-11-22,2024-11-22,On-site,Hiring Manager,3.3,Hold,False
INT002845,APP011086,1,2024-12-02,2024-12-02,Video,Hiring Manager,2.4,Reject,False
INT002846,APP011090,1,2024-12-07,2024-12-07,On-site,Hiring Manager,3.8,Proceed,False
INT002847,APP011090,2,2024-12-11,2024-12-11,On-site,Panel,4.0,Proceed,False
INT002848,APP011091,1,2024-11-11,2024-11-11,Video,Hiring Manager,2.8,Hold,False
INT002849,APP011092,1,2024-10-11,2024-10-11,Phone,Hiring Manager,5.0,Proceed,False
INT002850,APP011096,1,2024-04-13,2024-04-13,Phone,Hiring Manager,3.8,Proceed,False
INT002851,APP011113,1,2024-09-08,2024-09-08,Video,Hiring Manager,3.5,Proceed,False
INT002852,APP011120,1,2025-04-14,2025-04-14,On-site,Hiring Manager,3.6,Proceed,False
INT002853,APP011120,2,2025-04-20,2025-04-20,On-site,Panel,3.7,Proceed,False
INT002854,APP011121,1,2024-03-24,2024-03-24,Video,Hiring Manager,2.8,Hold,False
INT002855,APP011124,1,2025-04-07,2025-04-07,Video,Hiring Manager,2.5,Reject,False
INT002856,APP011126,1,2025-04-01,2025-04-01,Video,Hiring Manager,3.0,Hold,False
INT002857,APP011129,1,2025-01-23,2025-01-23,Phone,Hiring Manager,3.2,Hold,False
INT002858,APP011132,1,2024-12-06,2024-12-06,Phone,Hiring Manager,4.0,Proceed,False
INT002859,APP011140,1,2025-04-29,2025-04-29,Video,Hiring Manager,2.7,Reject,False
INT002860,APP011140,2,2025-05-06,2025-05-06,On-site,Panel,2.7,Hold,False
INT002861,APP011151,1,2025-10-01,2025-10-01,On-site,Hiring Manager,3.2,Hold,False
INT002862,APP011151,2,2025-10-06,2025-10-06,Video,Panel,3.7,Proceed,False
INT002863,APP011173,1,2025-05-21,2025-05-21,On-site,Hiring Manager,4.9,Proceed,False
INT002864,APP011175,1,2025-05-25,2025-05-25,Video,Hiring Manager,2.8,Hold,False
INT002865,APP011182,1,2025-11-04,2025-11-04,Video,Hiring Manager,3.5,Proceed,False
INT002866,APP011183,1,2025-01-18,2025-01-18,On-site,Hiring Manager,3.3,Hold,False
INT002867,APP011184,1,2024-07-08,2024-07-08,Phone,Hiring Manager,3.0,Hold,False
INT002868,APP011189,1,2024-11-15,2024-11-15,Phone,Hiring Manager,3.3,Hold,False
INT002869,APP011196,1,2025-02-15,2025-02-15,Video,Hiring Manager,4.6,Proceed,False
INT002870,APP011196,2,2025-02-24,2025-02-24,On-site,Panel,4.1,Proceed,False
INT002871,APP011209,1,2025-11-18,2025-11-18,Video,Hiring Manager,2.8,Hold,False
INT002872,APP011212,1,2024-03-17,2024-03-17,Phone,Hiring Manager,4.2,Proceed,False
INT002873,APP011219,1,2025-01-31,2025-01-31,Video,Hiring Manager,4.2,Proceed,False
INT002874,APP011222,1,2025-02-27,2025-02-27,On-site,Hiring Manager,2.9,Hold,False
INT002875,APP011228,1,2024-03-29,2024-03-29,Phone,Hiring Manager,2.9,Hold,False
INT002876,APP011232,1,2025-04-30,2025-04-30,Video,Hiring Manager,3.9,Proceed,False
INT002877,APP011234,1,2024-05-07,2024-05-07,On-site,Hiring Manager,4.0,Proceed,False
INT002878,APP011243,1,2025-04-12,2025-04-12,Video,Hiring Manager,3.2,Hold,False
INT002879,APP011243,2,2025-04-18,2025-04-18,On-site,Panel,3.2,Hold,False
INT002880,APP011251,1,2024-09-08,2024-09-08,Video,Hiring Manager,2.1,Reject,False
INT002881,APP011253,1,2025-07-05,2025-07-05,Video,Hiring Manager,2.6,Reject,False
INT002882,APP011253,2,2025-07-14,2025-07-14,On-site,Panel,2.4,Hold,False
INT002883,APP011255,1,2025-06-25,2025-06-25,On-site,Hiring Manager,3.9,Proceed,False
INT002884,APP011259,1,2024-12-06,2024-12-06,Video,Hiring Manager,2.9,Hold,False
INT002885,APP011260,1,2025-01-14,2025-01-14,On-site,Hiring Manager,3.8,Proceed,False
INT002886,APP011261,1,2024-07-23,2024-07-23,Video,Hiring Manager,2.4,Reject,False
INT002887,APP011261,2,2024-07-27,2024-07-27,Video,Panel,3.3,Proceed,False
INT002888,APP011269,1,2025-03-22,2025-03-22,Phone,Hiring Manager,4.6,Proceed,False
INT002889,APP011269,2,2025-04-02,2025-04-02,On-site,Panel,3.9,Proceed,False
INT002890,APP011272,1,2024-09-24,2024-09-24,On-site,Hiring Manager,2.5,Reject,False
INT002891,APP011278,1,2024-07-02,2024-07-02,On-site,Hiring Manager,3.3,Hold,False
INT002892,APP011283,1,2025-08-05,2025-08-05,Video,Hiring Manager,1.7,Reject,False
INT002893,APP011284,1,2024-04-28,2024-04-28,Video,Hiring Manager,3.4,Proceed,False
INT002894,APP011285,1,2025-06-14,2025-06-14,On-site,Hiring Manager,3.1,Hold,False
INT002895,APP011290,1,2025-05-20,2025-05-20,Video,Hiring Manager,2.8,Hold,False
INT002896,APP011292,1,2025-10-07,2025-10-07,On-site,Hiring Manager,4.0,Proceed,False
INT002897,APP011293,1,2025-02-28,2025-02-28,Video,Hiring Manager,2.8,Hold,False
INT002898,APP011295,1,2024-04-24,2024-04-24,On-site,Hiring Manager,4.1,Proceed,False
INT002899,APP011299,1,2025-01-19,2025-01-19,Video,Hiring Manager,2.2,Reject,False
INT002900,APP011302,1,2025-06-17,2025-06-17,Video,Hiring Manager,4.0,Proceed,False
INT002901,APP011303,1,2024-09-02,2024-09-02,Video,Hiring Manager,4.4,Proceed,False
INT002902,APP011303,2,2024-09-09,2024-09-09,On-site,Panel,5.0,Proceed,False
INT002903,APP011305,1,2024-12-09,2024-12-09,Video,Hiring Manager,3.5,Proceed,False
INT002904,APP011312,1,2024-05-23,2024-05-23,Video,Hiring Manager,5.0,Proceed,False
INT002905,APP011314,1,2025-05-07,2025-05-02,Video,Hiring Manager,3.4,Proceed,False
INT002906,APP011319,1,2025-04-15,2025-04-15,On-site,Hiring Manager,3.0,Hold,False
INT002907,APP011321,1,2025-11-06,2025-11-06,Video,Hiring Manager,4.3,Proceed,False
INT002908,APP011338,1,2024-10-02,2024-10-02,On-site,Hiring Manager,3.3,Hold,False
INT002909,APP011338,2,2024-10-06,2024-10-06,On-site,Panel,2.9,Hold,False
INT002910,APP011351,1,2025-01-18,2025-01-18,Video,Hiring Manager,3.9,Proceed,False
INT002911,APP011360,1,2025-12-18,2025-12-18,On-site,Hiring Manager,3.6,Proceed,False
INT002912,APP011362,1,2025-06-03,2025-06-03,On-site,Hiring Manager,2.6,Reject,False
INT002913,APP011365,1,2024-05-31,2024-05-31,Video,Hiring Manager,2.7,Reject,False
INT002914,APP011367,1,2025-04-19,2025-04-19,Video,Hiring Manager,2.3,Reject,False
INT002915,APP011369,1,2024-12-09,2024-12-09,Video,Hiring Manager,2.4,Reject,False
INT002916,APP011375,1,2025-03-19,2025-03-19,Video,Hiring Manager,3.3,Hold,False
INT002917,APP011379,1,2024-12-22,2024-12-22,On-site,Hiring Manager,3.8,Proceed,False
INT002918,APP011395,1,2024-06-24,2024-06-24,Video,Hiring Manager,3.2,Hold,False
INT002919,APP011395,2,2024-06-30,2024-06-30,Video,Panel,3.5,Proceed,False
INT002920,APP011398,1,2024-09-14,2024-09-14,Video,Hiring Manager,1.9,Reject,False
INT002921,APP011398,2,2024-09-19,2024-09-19,On-site,Panel,3.0,Hold,False
INT002922,APP011399,1,2025-12-28,2025-12-28,On-site,Hiring Manager,3.8,Proceed,False
INT002923,APP011405,1,2025-02-07,2025-02-07,Video,Hiring Manager,3.8,Proceed,False
INT002924,APP011406,1,2025-11-06,2025-11-06,On-site,Hiring Manager,3.8,Proceed,False
INT002925,APP011409,1,2025-02-17,2025-02-17,Video,Hiring Manager,4.0,Proceed,False
INT002926,APP011411,1,2025-05-21,2025-05-21,Video,Hiring Manager,5.0,Proceed,False
INT002927,APP011414,1,2025-01-28,2025-01-28,Video,Hiring Manager,3.5,Proceed,False
INT002928,APP011415,1,2025-10-19,2025-10-19,Phone,Hiring Manager,4.6,Proceed,False
INT002929,APP011429,1,2025-07-30,2025-07-30,Video,Hiring Manager,4.1,Proceed,False
INT002930,APP011429,2,2025-08-06,2025-08-06,On-site,Panel,5.0,Proceed,False
INT002931,APP011436,1,2025-11-14,2025-11-14,On-site,Hiring Manager,3.3,Hold,False
INT002932,APP011438,1,2025-01-18,2025-01-18,Video,Hiring Manager,3.4,Proceed,False
INT002933,APP011443,1,2025-12-06,2025-12-06,On-site,Hiring Manager,5.0,Proceed,False
INT002934,APP011448,1,2024-06-12,2024-06-12,Video,Hiring Manager,2.0,Reject,False
INT002935,APP011452,1,2024-03-26,2024-03-26,On-site,Hiring Manager,3.1,Hold,False
INT002936,APP011452,2,2024-03-30,2024-03-30,On-site,Panel,3.3,Proceed,False
INT002937,APP011454,1,2025-06-07,2025-06-07,Video,Hiring Manager,2.8,Hold,False
INT002938,APP011455,1,2024-03-07,2024-03-07,Video,Hiring Manager,4.4,Proceed,False
INT002939,APP011459,1,2025-10-11,2025-10-11,On-site,Hiring Manager,3.2,Hold,False
INT002940,APP011464,1,2025-09-04,2025-09-04,Video,Hiring Manager,3.8,Proceed,False
INT002941,APP011467,1,2025-08-09,2025-08-09,Phone,Hiring Manager,4.8,Proceed,False
INT002942,APP011470,1,2024-11-19,2024-11-19,Video,Hiring Manager,4.1,Proceed,False
INT002943,APP011470,2,2024-11-29,2024-11-29,Video,Panel,4.4,Proceed,False
INT002944,APP011473,1,2024-08-28,2024-08-28,Video,Hiring Manager,,Hold,False
INT002945,APP011484,1,2024-04-03,2024-04-03,Video,Hiring Manager,1.0,Reject,False
INT002946,APP011484,2,2024-04-11,2024-04-11,On-site,Panel,1.0,Hold,False
INT002947,APP011488,1,2025-05-11,2025-05-11,Phone,Hiring Manager,5.0,Proceed,False
INT002948,APP011490,1,2025-02-09,2025-02-09,Video,Hiring Manager,2.9,Hold,False
INT002949,APP011491,1,2024-09-24,2024-09-24,Video,Hiring Manager,3.4,Proceed,False
INT002950,APP011498,1,2024-03-17,2024-03-17,On-site,Hiring Manager,2.4,Reject,False
INT002951,APP011501,1,2024-10-29,2024-10-29,On-site,Hiring Manager,4.2,Proceed,False
INT002952,APP011501,2,2024-11-02,2024-11-02,On-site,Panel,4.4,Proceed,False
INT002953,APP011506,1,2024-07-02,2024-07-02,Video,Hiring Manager,3.9,Proceed,False
INT002954,APP011509,1,2025-07-07,2025-07-07,Video,Hiring Manager,3.4,Proceed,False
INT002955,APP011511,1,2025-11-20,2025-11-20,Phone,Hiring Manager,5.0,Proceed,False
INT002956,APP011512,1,2024-02-09,2024-02-09,Video,Hiring Manager,3.3,Hold,False
INT002957,APP011522,1,2025-07-12,2025-07-12,Phone,Hiring Manager,1.9,Reject,False
INT002958,APP011523,1,2026-01-27,2026-01-27,Video,Hiring Manager,3.8,Proceed,False
INT002959,APP011526,1,2025-05-20,2025-05-20,Video,Hiring Manager,3.4,Proceed,False
INT002960,APP011530,1,2024-09-04,2024-09-04,Video,Hiring Manager,2.9,Hold,False
INT002961,APP011533,1,2025-04-20,2025-04-20,Phone,Hiring Manager,3.1,Hold,False
